Moves,Expected,Actual,Nodes,Time(ms)
75453544445131663365547,31964,31964,325780,29
33224527265146311,-31969,-31969,34297435,2788
71317361351132272217255455,31967,31967,15200,1
344354721125245157115,-31975,-31975,887858,78
4374276463254716664643,-31968,-31968,8638,0
376413276517776646542444,-31968,-31968,29875,3
674222336513375,31980,31980,131556056,10701
17724512714651373611,31975,31975,314149,28
226623272532334354,31979,31979,149921,13
276176536526313172777343,-31968,-31968,163449,15
577245537334543347257,-31973,-31973,552238,48
72322217727247654333446476,31965,31965,11292,1
37636547733621616127671374,-31960,-31960,7744,0
3612256264753176225727753,-31961,-31961,9840,1
145257553442246214,31979,31979,1008349,90
4265445646442361221653331772,31967,31967,7087,0
4434373575527312474321641155,-31958,-31958,14337,1
7515534152157546223472112,-31971,-31971,186532,16
245776334746176123325632131,31968,31968,11835,1
33371524332257623544617,31966,31966,85285,7
645512513637161577771462475,-31969,-31969,379530,34
12241454465775474,31974,31974,964867,86
1161616547345336671,-31975,-31975,951749,89
22431664372524575543667744,31971,31971,20857,1
2226414276545723237775,-31972,-31972,1379564,119
7516546412357477,-31976,-31976,157912914,13512
672613355353347611,31977,31977,8653801,741
521646716367411544354,-31967,-31967,1837460,160
632533564674572731753476,-31970,-31970,31140,2
753455366445476755143,-31975,-31975,1295063,113
1421555725144574722173652247,31963,31963,6971,0
27277245444471251642672157,31965,31965,1937,0
5265241244434754575522,31975,31975,181,0
46525676131444756172536,-31971,-31971,4636279,396
1651733441216275576627,31971,31971,898957,78
67241244174451741277753622,31965,31965,4434,0
637525165742411455563167,31973,31973,153375,15
326147141663613726736774714,31962,31962,15897,1
73456313216733265273265117,31961,31961,10526,1
4135637366661267551771515512,31961,31961,629,0
36525223274527331635723,31974,31974,310,0
1122576542614456661624244351,31961,31961,588,0
23424756747456531,-31979,-31979,19329863,1833
654741534611345,-31981,-31981,16890561,1387
2717653773577466212256,31969,31969,294149,27
43477365443371353,31980,31980,32313108,2804
545616542547773575442,31966,31966,744431,71
441312744145346235,31979,31979,458248,40
221451362432617377121,31974,31974,842968,73
147741645214422432173627775,31968,31968,6246,0
35357242167221642,31978,31978,5049791,421
2144541476232271277577,-31972,-31972,28272,3
6216751351732532336563261655,31965,31965,384,0
2533423526553766533667615211,31969,31969,42,0
61474244434575662366673717,31961,31961,213845,21
3421674763333255,31979,31979,129768246,10568
426536553227213362165557,31971,31971,65584,6
744451443421276226,31979,31979,530575,65
516436557745441644225521271,31970,31970,3531,0
555533546667766635773141271,-31967,-31967,4896,0
111164514553513734354773,31967,31967,65285,5
35415111115732572675336534,31971,31971,721,0
47616716753157615561245775,-31964,-31964,20263,2
322142755524211641573457,31969,31969,181426,17
25237552414526715775131224,31971,31971,1399,0
1453473531733272765617,31975,31975,19518,1
2252572317223317557445753,31972,31972,10424,1
56122454152523724364725547,31971,31971,6319,0
535467164151421,-31979,-31979,3453230,280
1364677262162655322673311513,-31958,-31958,15202,1
67626776465265232,31980,31980,704480,59
7757527156622416677131642531,31965,31965,11513,1
7333447125532361624535572,31962,31962,244650,22
2454164425544522736675,-31964,-31964,169297,18
33261434537736635716,31977,31977,1303614,117
7432142547346222231515513151,0,0,12685,1
4675127745573225625157,31969,31969,192151,19
111115655326363143652773,31971,31971,14369,1
511154572677771551644651467,-31963,-31963,7375,0
2563371255665117572172765612,-31962,-31962,2336,0
21736626311666711517472,-31971,-31971,315812,34
136146337335127327614417752,31970,31970,7380,0
2131667412614717357347,31971,31971,439515,37
17427726661621776567245252,31967,31967,17901,1
26571521643231226667346,-31973,-31973,3100,0
535422646166267617122741,31973,31973,9319,0
414564413755476416565171651,-31965,-31965,377,0
3672772744355666731766313,31970,31970,9494,1
3411132257227546266556166,31964,31964,90685,8
732666524636173367,31975,31975,106922,9
267547166675566251124423,31969,31969,138412,12
367651555266152453231222744,31968,31968,8828,0
2225253763227756133337741545,-31960,-31960,3027,0
4137133456622661563744311,-31971,-31971,112290,9
57467237474412156634157174,31971,31971,3291,0
4613772257673165753573,-31974,-31974,331703,30
1261311551641437532,31978,31978,47347,4
5111166536726336572632451421,0,0,1794,0
774426431223741314777421,-31964,-31964,27233,2
12556465335366476562315421,31971,31971,3057,0
566741753132272764,31977,31977,199325852,15786
3362736637227117376276314,31972,31972,891,0
7115236526271652216426551775,31969,31969,531,0
216373413663773763155151,31973,31973,76888,7
75431637525211376,-31979,-31979,7631923,611
2322273274213133375165767475,-31968,-31968,229,0
1135613535517355112,-31975,-31975,90355,8
6111157131335545225,31976,31976,68002,6
1324754131623643346267,-31974,-31974,43509,4
373523343714556564654316566,31970,31970,1082,0
6377647457374114365327213,31972,31972,125528,11
73525527141341733414552,31970,31970,28652,2
2751351461572135531466,-31964,-31964,1757892,143
133144711341773421377574423,31960,31960,620,0
64173326636621533473514,31974,31974,184219,16
456747747125215733464656622,31970,31970,87206,7
3232312762165312246177163,-31961,-31961,110842,11
666757655521611346717333,31973,31973,398440,33
3461351116722175215,-31977,-31977,540186,47
53666447157361752255631136,-31960,-31960,99607,9
12774554217315655217445,31970,31970,34163,3
44772346734124776534,31977,31977,29706,2
1543367266673137776316375254,31969,31969,712,0
447244351632243334,31979,31979,562167,50
17242214416366261774325,31974,31974,169241,15
5773511211446547317626456765,0,0,27066,2
466664453657452,-31977,-31977,22558478,1872
77744433454147752671323,-31963,-31963,160313,15
6466435544362342112322311,31964,31964,6209,0
766534742323443167175,31974,31974,9518534,826
4157614217772344727415211,31970,31970,16270,1
2611533213357711667431445462,0,0,19157,1
1173324551763447137312663,31968,31968,91067,8
647456727231326517332375212,31966,31966,37559,3
2342123376274217627576713556,31969,31969,3091,0
177362673234275133,31979,31979,4537946,399
6723311145345551743351152,31972,31972,2371,0
311125341332521576652566531,31970,31970,27,0
2556433363141147,31973,31973,17464332,1463
57365242212665165422357,-31967,-31967,144485,13
3621257217132133436674121756,-31962,-31962,67053,7
2232111536166673736435,-31964,-31964,667611,61
77154443732476147255672,31974,31974,448382,39
47121173232217755122617,31974,31974,9716,0
4625634122174336136731243156,31959,31959,26038,2
1611532633345314556675125,31972,31972,2813,0
3553375116233612526575443461,31963,31963,2872,0
435715521531113376,31979,31979,2600342,210
7222737537422231171465333,31964,31964,71537,6
4415165336763761722257622,-31971,-31971,9460,0
31543123471557267115613,-31965,-31965,2965994,257
2214662636662435122733433771,31969,31969,759,0
4262723744263445526542,31965,31965,22157,2
157611637142263527546,-31969,-31969,3045226,247
175351216755732723556674163,-31961,-31961,11761,1
336332137667773716216714154,31960,31960,8202,0
211216375167233,-31981,-31981,112557968,9032
3361322225446776114363365642,31961,31961,10461,1
5711233655332213725,-31975,-31975,36035,3
23674433516163237664,-31976,-31976,156351,13
6671334512557744523763276371,31959,31959,16635,1
2223126517165142637234346344,-31960,-31960,10586,1
216531121131334757723473776,31962,31962,7276,0
75763117231372653422573153,-31960,-31960,27416,3
7541512334327724521115175,31972,31972,16746,1
7425347731631275737656,-31970,-31970,235552,34
2355214665734154156,31978,31978,2735104,234
461221744512777264564231,-31972,-31972,69164,6
3477124244661734722421,31975,31975,118925,10
53561323334131411541275,-31971,-31971,63730,5
67565154231311661435157,31974,31974,310725,28
37125411774361363365,31977,31977,216419,18
5333575333755144776414754,31970,31970,6551,0
31254514717622315,31980,31980,665815,54
11654247672623221,-31975,-31975,75220367,6482
775671543363431133461777,31973,31973,14853,1
5665177351625735325773723623,31969,31969,101,0
777423235335313452124117,-31972,-31972,91817,8
6662373667117511555163,31973,31973,561968,47
5336515567536661757,-31975,-31975,161631,13
6122566136766324417515512342,31969,31969,925,0
2533147273214231262737,31975,31975,88343,8
26522351555624765223,-31974,-31974,16670,1
112642277246275411771336,-31962,-31962,1691894,147
33377623244637635747416466,31969,31969,19526,2
41267534421717445,-31975,-31975,164557379,14370
254334634273746753147635661,31968,31968,7839,0
4443766217677474253165461562,-31968,-31968,1920,0
77337222616335726616215,31974,31974,38,0
77343433677455632377455215,-31966,-31966,14868,1
5477415742251551523,-31971,-31971,3811149,326
76116437111737657227,31975,31975,653416,57
7673412551621734412,31978,31978,450066,39
1527325162722556276475714,31972,31972,4719,0
1653153124666157347,31978,31978,175176,14
5134261457637262562,-31977,-31977,1401385,122
212551421742211475327,31974,31974,77448,6
225623723766361271777,-31965,-31965,938338,89
254277677723265661326312,31965,31965,76801,7
13535226466176614423,-31970,-31970,3324303,267
77176236733446717513626,31974,31974,153890,14
3756531673317451363415,-31974,-31974,684319,60
1745167132736267,31979,31979,15610578,1261
7327677525443113,-31978,-31978,108206650,8610
35454445211431716343551,31964,31964,163210,14
411417456742316564462,31974,31974,1538833,139
343464717253662622,-31968,-31968,5891534,496
7764164264526322665135142415,-31968,-31968,638,0
541721536141154,-31979,-31979,40584805,3314
7773271642634551161352572725,31969,31969,81,0
32257621666513235,-31975,-31975,8273294,666
11417367627717317556243,-31973,-31973,498371,44
3515457652224777457422611,31964,31964,131893,12
456542134214555124715114,31963,31963,25963,2
621236336676136174245717,-31964,-31964,633075,58
34162211522557146212361545,-31960,-31960,9040,0
72227751554216272174161,31974,31974,95512,8
32645723231463325344142,31974,31974,38686,3
4571124431732377666537612,-31971,-31971,12330,1
721431475164363376,31979,31979,49519521,4107
1533313665516651752566341,-31971,-31971,330,0
27144347547476733,-31971,-31971,45472860,3882
361712152767447771365655,31971,31971,74139,7
776637652534515551766263,-31970,-31970,3941,0
512347144257757753413317416,-31969,-31969,4679,0
1162376627565673221574613327,31969,31969,33,0
63145666745611115,-31977,-31977,3491167,290
534662566232342751727665427,-31961,-31961,29321,3
45134313455637732724,31977,31977,32633216,2770
7731247651336563172376367,-31961,-31961,20185,2
522734277617726235641,-31969,-31969,5468751,444
134616246614617724,-31978,-31978,678551,56
32632611222525567575676,31974,31974,166234,15
635574453246646724427376,-31972,-31972,17978,1
6363732265262262413777,31971,31971,68360,6
652144611163241376343667474,31970,31970,2906,0
153347551674611236674165,31969,31969,139419,11
66663775725137665711,31975,31975,5737498,471
6541561473766743715117,31975,31975,368874,29
154123667156454,-31981,-31981,24523697,2091
216444224124455712251,-31965,-31965,65577,7
6667744167364217437,-31967,-31967,9666200,802
3152266211631753653616135277,31969,31969,513,0
22142467137141412644661657,31963,31963,7109,0
3252375311272666113375166,-31969,-31969,39480,4
1477541773572554354741542163,31969,31969,475,0
67123567225773435,-31977,-31977,13656887,1097
133472615253121174,-31978,-31978,6940072,634
3774661251673771372314224434,31961,31961,2030,0
7755152433226743,-31974,-31974,83148918,6730
6332162661224227574,-31975,-31975,3715249,310
731417655527417472454227,-31968,-31968,104144,10
1274217265121632,-31970,-31970,58900552,5113
1763477647612416161136477,-31969,-31969,16871,2
34515545676424551741137711,-31970,-31970,4372,0
51411317274526767227,31973,31973,3043335,260
742332574244336145634,31974,31974,3053,0
4412761573246247611,-31971,-31971,1129101,107
1466612767136176535,31978,31978,487011,41
241121747247532315547252,-31964,-31964,248304,21
612315522761627613231632,-31962,-31962,46067,4
125651262247353461763123132,31960,31960,10314,1
5413641775515222476714,31975,31975,1418421,128
4237253432636461354512172662,0,0,10309,0
1155142165754626536751,-31964,-31964,192211,16
2757761515276177123,31968,31968,16659393,1467
4115125311277713267,-31973,-31973,3686414,336
134744672673273443546176,-31970,-31970,15960,1
2226577331622757,31977,31977,27181751,2148
3133546331711116634777,31971,31971,97494,8
52465231247634634622375,-31969,-31969,411776,33
5117724521154171,31981,31981,23156444,2013
42712564553332155562,31977,31977,254,0
5721347574773416411173,-31974,-31974,68771,6
551332315613651311526676,31971,31971,890,0
711562557711333214,31977,31977,9580399,785
665527622642434451,31979,31979,1662669,143
3761767232336773372165,31965,31965,663289,60
62461714444175422257,31969,31969,1312098,110
613774314641666673117,-31973,-31973,256146,21
162631244462757717424146,31973,31973,54477,4
5451752712445451773647,31967,31967,405994,36
534662722356656634324,-31971,-31971,79802,7
264766532243272572544,-31975,-31975,141522,12
25753662723523571337647112,31961,31961,16603,1
6751621654412117147765,-31974,-31974,44511,4
226724752577175213437,-31965,-31965,677726,64
1344517142267435174155622374,-31960,-31960,96331,8
67135116372752747326647342,-31960,-31960,36446,3
7572326676172776346262421141,-31964,-31964,1443,0
757141262355112,-31981,-31981,75775969,5910
25637756125771566543425,-31963,-31963,485524,44
76511215115574313266,31973,31973,533015,50
71562432157217227727445456,31971,31971,301,0
114135736237413677,31971,31971,30451559,2650
5662463656642215777,31974,31974,20211700,1755
231771652767151334413462244,-31969,-31969,27162,2
5666713632746723252571565,-31961,-31961,58904,5
2154774463455122166533155663,0,0,8814,0
126366612661324273337,31976,31976,20035,1
261327441733411673371,31970,31970,926910,79
7167437311411213333,-31977,-31977,144386,13
5227415126451554412612241547,-31962,-31962,149,0
7112723762211635722163641576,-31968,-31968,459,0
43611164663677764724227435,31971,31971,4718,0
7472353337336617515567,31973,31973,747959,70
2575611536142347326253237356,-31960,-31960,5223,0
33133773314245422441142112,31971,31971,718,0
35111365512525776,-31975,-31975,2314344,191
77616466534574252356643,31964,31964,81135,7
7237732326122427776143663,31962,31962,70444,6
7342317514154417346162737,31968,31968,163564,14
45525622656517475,-31979,-31979,2141872,203
77542254755215173,31970,31970,37587387,3074
3775374771663276152254425,-31971,-31971,142929,13
736247452166265361622112,31971,31971,22568,2
6374464441575641266562222,31968,31968,6406,1
74444247177132135367562213,-31970,-31970,33998,8
434621171764751,-31981,-31981,4211870576,346469
7651777173421313,-31974,-31974,116273468,9861
13174371757336513,-31979,-31979,121932298,9834
17621361463476716311236444,-31970,-31970,3720,0
71722222423764457464314677,-31960,-31960,7149,0
313612153172261,-31977,-31977,170682510,13725
44331226443363465273465216,-31964,-31964,8514,0
66235152113534275715561,31974,31974,313492,27
1456353371434274417762,31975,31975,115639,10
61315621641715135252,31975,31975,430317,36
4746255531622766222654151346,31965,31965,9286,0
7347317336531344277256,-31974,-31974,500295,43
4171555554117612231,31978,31978,2153183,179
5351136325551726653466726733,31961,31961,715,0
7636433414656442425372111717,-31968,-31968,1323,0
62456432266617644724517747,-31970,-31970,703,0
2644214766644362774521721,-31961,-31961,360213,34
654372325113652,31980,31980,4288098,348
276523473474771362762,31970,31970,2135230,175
536553711753541133152,31976,31976,90500,8
